ai算法工程师,长沙,以人智能,20-99人,22-40K,1年以内,学历不限,"['业务导向', '语音/图像识别', 'Java', 'Python', '机器学习算法/工程化经验', '深度学习经验', '英文读写能力良好']"
技术副总经理,长沙,某500强上市公司,10000人以上,60-80K,10年以上,博士,"['人工智能', '互联网', '技术战略的制定', '项目管理经验']"
工商专员,长沙,明锐财务咨询,0-20人,4-5K,1-3年,大专,"['代理记账公司', '中级会计师', '出口退税', '人工智能', '税务筹划', '其他行业']"
城市经理,长沙,环影数字,100-499人,8-12K,经验不限,大专,"['品牌招商', '客户/渠道开发及运营', '制定区域营销计划', '个人', '企业', '政府/社会团体', 'O2O/电子商务', '互联网/科技', '证券/互联网金融', '较多外勤', '开城经验', '销售经验', '对机构（To B）销售经验', '团队建设及管理能力', '独立开拓市场能力', '市场营销相关学历']"
人工智能算法工程师,长沙,贝享教育,20-99人,15-20K,3-5年,大专,"['无明显侧重', '搜索/推荐', '语音/图像识别', '云计算', 'Python', 'C/C++', 'TensorFlow/PyTorch', '计算机相关专业', '机器学习算法/工程化经验', '深度学习经验']"
智能机器人开发工程师,长沙,好停车,20-99人,12-22K,经验不限,本科,"['智能驾驶', '语音/图像识别', 'slam', 'Ros', 'YOLO']"
视频图像算法工程师,长沙,长沙市规划信息服...,100-499人,12-20K·15薪,经验不限,本科,"['C/C++', 'OpenCV', '计算机相关专业', '语音/图像识别', '业务导向', '深度学习经验', 'Python', '数学/统计相关专业']"
智能驾驶工程师,长沙,某500强上市公司,10000人以上,15-25K,1-3年,硕士,"['C/C++', 'Python']"
计算机视觉算法工程师,长沙,LANGO,100-499人,15-30K·13薪,3-5年,硕士,"['C/C++', 'OpenCV', 'Python', '图像识别经验', '人脸识别经验']"
SaaS软件销售 阿里子公司/无责5K/五险一金,长沙,WeEasy一键全税种申报,100-499人,12-22K,1-3年,大专,"['企业（To B）', '对企业/机构（To B）销售经验', '互联网/科技', '软件/企业服务产品', '电话销售', '面销/陌拜']"
直播运营专员,长沙,湖南阿兰图灵数字科技,20-99人,4-7K·13薪,经验不限,高中,"['货物选品', '商务渠道维护', '推广引流', '抖音（抖音火山）', '快手', '映客直播', '不接受居家办公']"
资深高级AI算法工程师（长沙）,长沙,凯通科技,100-499人,30-50K,3-5年,硕士,"['语音/图像识别', '计算机视觉', '自然语言处理', '人车目标跟踪']"
高级ai算法工程师,长沙,非雀医疗,20-99人,20-40K,1-3年,硕士,"['研究导向', '生物医疗', 'Python', 'C/C++', '计算机相关专业', '数学/统计相关专业', '机器学习算法/工程化经验']"
智能电气工程师,长沙,某500强上市公司,10000人以上,15-25K·15薪,1-3年,本科,"['电机工程师', 'eplan']"
深度学习算法,长沙,长沙行深智能科技...,100-499人,18-35K,3-5年,本科,"['C++', 'Python', '深度学习算法', 'TensorFlow', 'PyTorch']"
技术副总经理,长沙,智航飞购,20-99人,10-15K,5-10年,硕士,"['互联网', '人工智能', '贸易', '运营管理', '供应链管理', '技术创新', '民企/私企', '0-30人', '有0-1的创业经验', '有中高层管理经验', '有丰富的客户资源']"
图像算法工程师,长沙,准易科技,0-20人,9-14K,1年以内,本科,"['C++', 'VC++', '人工智能', '视觉图像算法', '业务导向']"
视觉算法工程师,长沙,某知名医疗健康上市公司,1000-9999人,25-40K,3-5年,本科,"['语音/图像识别', '生物医疗']"
前端开发,长沙,并茂,0-20人,6-10K·13薪,5-10年,大专,"['CSS', 'HTML5', '接受居家办公', '前端开发经验', 'React']"
AI开发工程师,长沙,中联智慧农业,10000人以上,15-25K·15薪,5-10年,本科,"['TensorFlow/PyTorch', 'Python', 'Shell', '计算机相关专业', '机器学习算法/工程化经验']"
ai算法工程师,长沙,众美健康,20-99人,15-20K,5-10年,本科,"['Python', '计算机相关专业', '数学/统计相关专业', '机器学习算法/工程化经验']"
音视频评测,长沙,蚂蚁集团,10000人以上,12-24K·15薪,3-5年,本科,"['计算机相关专业', 'C++', '多媒体', 'windows', '直播']"
执业中医师,长沙,问止科技,100-499人,12-24K,经验不限,学历不限,"['中医儿科', '中医内科', '中医妇科', '中医医师资格证', '中医人工智能', '执业中医师', '人工智能']"
算法工程师,长沙,力研光电,20-99人,18-30K,经验不限,本科,['业务导向']
研究院院长（副总级）,长沙,某知名机械设备公司,1000-9999人,50-70K·18薪,5-10年,本科,"['制造业', '人工智能', '产品研发']"
CTO,长沙,零壹视界,500-999人,35-65K·13薪,10年以上,本科,"['容器技术', '分布式技术', '低代码平台', '技术中台', '数据中台']"
产品经理,长沙,公匠赋能,20-99人,8-13K,3-5年,本科,"['数据产品', 'AI产品', '高级产品经理', '产品经理', '人工智能']"
图像算法工程师,长沙,湖南信达通,20-99人,15-20K·14薪,经验不限,本科,"['视觉图像算法', '深度学习算法', 'C++', 'Python', '图像分析', 'OpenCV', 'TensorFlow', '人工智能']"
数据开发,长沙,签火网文创作,0-20人,5-6K,经验不限,本科,"['Java', 'C++', '计算机相关专业', '数学/统计相关专业', '大数据开发经验', '业务拓展', 'ai机器学习软件开发', '人工智能软件开发']"
电气设计工程师,长沙,正迅机电设备,0-20人,10-15K·14薪,经验不限,大专,"['机械设备', '电控工程师', 'eplan', '电气', '非标机械', '硬件', '智能硬件', '人工智能']"
行业研究助理,长沙,对角线咨询,20-99人,3-8K,经验不限,硕士,"['制造业', '咨询公司/智库', '医疗健康', '人工智能', '行业报告']"
产品经理,长沙,长沙麦都网络,100-499人,8-13K,1-3年,本科,"['用户产品', 'C端产品', 'B端产品']"
图像识别算法工程师、AI图像识别工程师,长沙,博建信息科技,20-99人,11-20K,3-5年,本科,"['CNN/RNN', '计算机相关专业', '图像识别经验']"
产品经理,长沙,某数据服务公司,20-99人,15-25K·14薪,3-5年,本科,"['C端产品', '电商产品', '教育行业']"
中小学数学老师,长沙,欧博学能,20-99人,10-15K,1-3年,大专,['全职']
投融资总监,长沙,湖南中巢智联科技,0-20人,40-60K,10年以上,博士,"['互联网', '人工智能', '消费品', '资金端', '投资者关系', '不带团队', '有政府资源']"
架构师（某知名银行总行）,长沙,某银行公司,20-99人,28-40K,经验不限,本科,"['微服务架构', '分布式技术', '云计算架构']"
停车场系统/监控/门禁  工程师/技术员,长沙,锐致科技,20-99人,5-7K,3-5年,大专,"['售前支持', '人工智能', '管理系统', '售后支持', '计算机软件', '工程师技术员智能产品']"
售后工程师,长沙,瑞森可机器人,20-99人,6-7K,经验不限,大专,"['计算机软件', '人工智能', '机器人']"
销售助理,长沙,智创视通,20-99人,4-8K,1-3年,大专,"['互联网/科技', '沟通能力', '项目管理能力', '企业（To B）', '协助维护客户关系', '客户联系/拜访', '较多外勤', '对机构（To B）销售经验', '市场推广经验', '销售助理/运营相关工作经验', '面销/陌拜']"
项目申报主管,长沙,拾牛网络,20-99人,6-10K,5-10年,本科,"['项目申报', '政府项目申报', '科技项目申报', '项目主管']"
合伙人,长沙,名门家谱科技,20-99人,20-21K,5-10年,本科,"['互联网', '人工智能', '服务业', '创业型', '1-20人', '有自主创业经验', '有当地代理商资源', '有政府资源', '证券从业资格证', '法律从业资格证', '人力资源管理师三级']"
博士后研究员,长沙,中南大学,10000人以上,16-20K,1年以内,博士,"['深度学习算法', '视觉图像算法', '大数据', 'Python', 'PyTorch', 'TensorFlow', '人工智能', '全球图像理解']"
python高级开发工程师,长沙,申广源,0-20人,17-25K,5-10年,本科,"['后端', '爬虫', '数据开发', 'Python', 'Golang', '数学/统计相关专业', '爬虫经验', '英语读写能力良好']"
产教融合方案研究员,长沙,楚智长技,20-99人,8-12K,3-5年,本科,"['教育专业背景', '有教研经验', '有教育工作经验']"
整车控制及电气设计工程师,长沙,墨达智能科技,20-99人,11-20K,3-5年,本科,"['电气', '掌握C/C++']"
研发部长,长沙,湖南镭目科技有限公司,500-999人,25-35K,5-10年,本科,"['非标自动化', '研发管理', '钢厂非标', '人工智能']"
营销副总裁,长沙,佳都科技,1000-9999人,50-80K,10年以上,本科,"['人工智能', '有中高层管理经验', '有丰富的客户资源', '有政府资源']"
算法工程师,长沙,华戍防务,20-99人,18-24K·13薪,3-5年,硕士,"['研究导向', '云计算', 'Python', 'C/C++', 'Hadoop/Hive/Spark', '计算机相关专业', '数学/统计相关专业', '机器学习算法/工程化经验', 'C++', '视觉图像算法', '深度学习算法', '人工智能', '自然语言处理', '数据挖掘']"
底薪5K电话销售/60%高提成/不加班,长沙,麓宸企业管理有限公司,20-99人,5-6K,经验不限,学历不限,"['对企业/机构（To B）销售经验', '电话销售经验', '企业（To B）', '互联网金融', '金融产品', '电话销售']"
音频算法工程师,长沙,世邦通信,500-999人,10-15K,1-3年,本科,"['嵌入式技术', 'C++', '信号处理', '音频信号', 'C', '人工智能']"
资深架构师,长沙,湖南大唐先一,500-999人,25-35K·14薪,5-10年,本科,"['平台架构', '大数据架构', '云计算架构']"
算法工程师,长沙,烁星宇,0-20人,15-30K,经验不限,学历不限,"['算法设计', '算法基础', '搜索引擎技术', '深度学习算法', '机器学习算法', '视觉图像算法', '视频算法', '运动控制算法']"
技术支持,长沙,湖南恒实,0-20人,4-8K,经验不限,大专,"['人工智能', '运维工程师', '弱电工程师', '智能硬件', '安防系统', '弱电系统']"
博士/博士后,长沙,某大型医疗健康上市公司,500-999人,35-60K·16薪,经验不限,博士,['博士']
人工智能算法工程师,长沙,航天爱威,100-499人,11-20K,3-5年,本科,"['深度学习算法', '视觉图像算法', 'Shell', 'TensorFlow', 'PyTorch', 'Caffe', 'Keras']"
电气工程师,长沙,远大集团,1000-9999人,8-13K,1-3年,本科,"['C++', 'C#']"
好乐科技招聘供应链专员,长沙,好乐科技,0-20人,3-6K,1年以内,大专,"['电商行业经验', '数据分析能力']"
监控安防网络实习生,长沙,湖南峻鑫智能,0-20人,3-5K·13薪,经验不限,学历不限,"['人工智能', '网络运维', 'IT技术支持', '网络设备', 'IT服务', '海康监控安防', '萤石智能家居']"
技术部部长,长沙,某500强上市公司,1000-9999人,50-80K,10年以上,硕士,"['工业互联网', '人工智能', '大数据']"
仿真算法工程师,长沙,某500强上市公司,10000人以上,20-25K,3-5年,本科,"['C/C++', 'Python', 'Java']"
运营专员,长沙,四梯,20-99人,6-11K·13薪,1-3年,本科,"['产品运营', '内容运营', '活动运营']"
算法工程师,长沙,长沙优龙机器人有...,0-20人,18-30K·13薪,1-3年,硕士,"['运动控制算法', '算法设计', '机器学习算法', '嵌入式技术', '数据采集', '数据开发', '人工智能']"
副总裁/副总经理,长沙,中芈交通,100-499人,20-21K,10年以上,本科,"['金融', '人工智能', '汽车', '招商加盟', '政府关系', '销售管理', '民企/私企', '101-300人', '有丰富的客户资源', '有政府资源', '有司法从业资格证']"
深度学习（视觉）算法工程师,长沙,树根互联股份有限公司,1000-9999人,25-35K·15薪,3-5年,硕士,"['深度学习经验', '行为识别', '人脸识别']"
电气设计工程师,长沙,长沙孚达电气,20-99人,10-15K,3-5年,大专,"['电气工程师', '电路设计', 'CAD', 'eplan', '机电工程师', '自动化技术', '人工智能']"
算法工程师,长沙,奥谱天成,100-499人,10-15K·13薪,1-3年,本科,"['业务导向', '语音/图像识别', 'C/C++']"
副总经理（市场方向+梅溪湖+双休）,长沙,泓合安科技有限公司,20-99人,10-12K·13薪,5-10年,本科,"['制造业', '互联网', '人工智能', '运营管理', '政府关系', '投资者关系', '国企', '有中高层管理经验']"
嵌入式软件开发工程师（电力）,长沙,威胜信息,500-999人,18-28K·15薪,经验不限,硕士,"['RTOS', 'C++', 'Linux', '嵌入式/单片机开发经验', '嵌入式软件开发', '计算机相关专业', '电气电气/自动化相关专业', 'ARM开发', '嵌入式技术']"
营销副总经理,长沙,六秦互动,20-99人,10-15K,5-10年,本科,"['传媒', '互联网', '人工智能']"
数据挖掘工程师,长沙,蕴硕物联,20-99人,15-22K·14薪,3-5年,本科,"['数据挖掘', '数据分析', '数据开发', 'Python', '大数据', '人工智能', '深度学习算法', '机器学习算法']"
ai算法工程师,长沙,擎识科技,20-99人,16-30K,5-10年,大专,"['OpenCV', 'TensorFlow/PyTorch', '机器学习算法/工程化经验', '计算机相关专业', '业务导向', 'Python', '数学/统计相关专业']"
3D视觉算法工程师,长沙,铭准,20-99人,15-20K,3-5年,本科,"['语音/图像识别', 'C/C++', '机器学习算法/工程化经验']"
电气工程师,长沙,长沙博途自动化工程,20-99人,12-17K·13薪,3-5年,本科,"['电气工程师', '电气', '机器人', '仪器仪表', '非标机械', '人工智能', '智能硬件']"
数据分析工程师,长沙,天空卫士,100-499人,12-24K,1-3年,本科,"['Python', '数据分析/挖掘经验', '计算机相关专业', '编程经验']"
财务,长沙,长川智能,0-20人,3-5K,1-3年,大专,"['制造业', '四大', '中级会计师', '人工智能', '税务筹划', '税务筹划代理公司', '会计', '大数据']"
首席信息官,长沙,顶立科技,500-999人,10-15K·13薪,10年以上,本科,"['企业内部IT技术支持', 'IT技术支持经验', '大数据运维经验', 'ERP/OA/CRM支持经验']"
算法工程师,长沙,长沙巍峨,20-99人,15-16K·13薪,5-10年,本科,"['下肢残疾', 'C/C++', '英文读写能力良好', '肢体残疾', '优化算法', '计算机相关专业', '业务导向', '数学/统计相关专业']"
研发总监,长沙,凯卓智能,20-99人,12-24K·16薪,3-5年,本科,"['机器视觉、图像处理', '机器人', '自动化', '人工智能']"
自由撰稿人（AI辅助）,成都,可造科技,20-99人,120-150元/时,1年以内,大专,"['兼职', '按件计费', '深度稿件', '短视频文案', '原创故事', '熟悉微信排版', '爆文制造机', '网感好']"
p图高手/兼职修图美工/AI作图/ps/平面设计,成都,析宅漠科技有限公司,20-99人,3-6K,1-3年,学历不限,"['听力残疾无限制', '亚马逊', '拼多多', '听力残疾', '淘宝', '平面设计', '修图', '接受居家办公', 'p图']"
